,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,saint-augustin,51.226,-58.6502,13.58,80,0,4.7,CA,1662853463
284,bacolod,10.6667,122.95,27.27,80,66,3.62,PH,1662853464
285,tanabe,33.7333,135.3667,27.56,74,20,1.03,JP,1662853310
286,avera,33.194,-82.5271,24.65,90,99,2.29,US,1662853466
287,oussouye,12.485,-16.5469,26.28,87,87,2.35,SN,1662853467
288,morehead,37.2711,-87.1764,23.86,87,75,0,US,1662853467
289,rustenburg,-25.6676,27.2421,18.76,18,0,2.03,ZA,1662853468
290,nhamunda,-2.1861,-56.7131,28.41,42,14,1.83,BR,1662853468
291,mehamn,71.0357,27.8492,7.95,93,75,3.09,NO,1662853470
292,eufaula,31.8913,-85.1455,26.02,89,40,1.54,US,1662853471
293,corrente,-3.7367,-43.3394,25.57,69,24,2.95,BR,1662853471
294,tulln,48.3283,16.0586,17.25,83,49,2.68,AT,1662853472
295,broome,42.2506,-75.833,23.21,70,0,2.06,US,1662853473
296,baykit,61.67,96.37,6.91,98,100,1.92,RU,1662853473
297,borba,-4.3878,-59.5939,29.3,40,29,1.33,BR,1662853474
298,okha,53.5739,142.9478,12.48,79,55,6.66,RU,1662853475
299,raychikhinsk,49.7838,129.4121,19.02,77,48,2.05,RU,1662853475
300,quatre cocos,-20.2078,57.7625,21.06,72,2,4.5,MU,1662853476
301,novyy urengoy,66.0833,76.6333,3.63,88,98,1.42,RU,1662853292
302,paamiut,61.994,-49.6678,6.68,78,100,3.58,GL,1662853478
303,midland,31.9974,-102.0779,32.6,36,40,6.69,US,1662853479
304,sur,22.5667,59.5289,29.54,58,92,3.36,OM,1662853480
305,sao jose da coroa grande,-8.8978,-35.1478,23.29,83,43,4.5,BR,1662853482
306,pendra,22.7667,81.95,21.85,96,54,1.68,IN,1662853325
307,comodoro rivadavia,-45.8667,-67.5,10.92,58,0,1.54,AR,1662853483
308,konskie,51.1917,20.4061,14.02,91,100,1.79,PL,1662853484
309,beisfjord,68.3751,17.5988,8.91,93,95,0.61,NO,1662853484
310,laguna,38.421,-121.4238,30.99,47,0,9.26,US,1662853485
311,san cristobal,7.7669,-72.225,27.1,98,60,1.76,VE,1662853486
312,lagoa,39.05,-27.9833,22.05,76,100,13.24,PT,1662853487
313,jawhar,2.7809,45.5005,23.64,84,72,5.54,SO,1662853385
314,palora,-1.7,-77.9333,22.06,90,90,1.18,EC,1662853488
315,zyryanka,65.75,150.85,7.88,77,100,1.61,RU,1662853489
316,bagdarin,54.4333,113.6,7.28,67,51,1.04,RU,1662853490
317,teluknaga,-6.0989,106.6381,27.57,94,20,1.03,ID,1662853490
318,baghdad,33.3406,44.4009,31.95,20,0,2.06,IQ,1662853492
319,oranjestad,12.524,-70.027,29.97,74,20,8.75,AW,1662853217
320,najran,17.4924,44.1277,24.36,29,90,0.87,SA,1662853493
321,ust-koksa,50.2696,85.6108,7.37,53,96,0.93,RU,1662853493
322,maneromango,-7.1988,38.7848,18.02,96,56,0.53,TZ,1662853494
323,marienburg,54.0359,19.0266,13.27,79,100,2.3,PL,1662853324
324,karpathos,35.507,27.2132,24.98,88,0,9.26,GR,1662853495
325,tessalit,20.1986,1.0114,35.04,17,94,4.7,ML,1662853496
326,esna,25.2934,32.554,27.01,29,1,5.66,EG,1662853496
327,tirat karmel,32.7617,34.9719,25.27,63,0,1.77,IL,1662853497
328,chumikan,54.7183,135.315,9.31,90,100,2.82,RU,1662853498
329,severo-kurilsk,50.6789,156.125,14.19,71,9,5.58,RU,1662853498
330,acapulco,16.8634,-99.8901,28.9,74,75,2.06,MX,1662853221
331,kisangani,0.5167,25.2,20.84,98,61,0.65,CD,1662853499
332,ixchiguan,15.2,-91.8833,13.88,91,100,1.12,GT,1662853500
333,beringovskiy,63.05,179.3167,7.77,82,100,9.03,RU,1662853501
334,ampanihy,-24.7,44.75,19.04,66,0,0.72,MG,1662853502
335,coahuayana,18.7333,-103.6833,27.45,86,99,1.06,MX,1662853503
336,nanakuli,21.3906,-158.1547,30.97,60,20,6.69,US,1662853504
337,louis trichardt,-23.0439,29.9032,18.53,29,0,1.17,ZA,1662853469
338,mutoko,-17.397,32.2268,12.68,48,0,2.09,ZW,1662853505
339,geraldton,-28.7667,114.6,13.23,82,0,6.17,AU,1662853501
340,severodvinsk,64.5635,39.8302,7.06,95,99,3.27,RU,1662853506
341,cockburn town,21.4612,-71.1419,29.08,75,5,6.34,TC,1662853507
342,mnogovershinnyy,53.9353,139.9242,7.84,93,87,1.94,RU,1662853508
343,athabasca,54.7169,-113.2854,23.23,21,3,4.63,CA,1662853509
344,salalah,17.0151,54.0924,26.05,89,75,2.06,OM,1662853509
345,bud,39.447,-86.1758,27.99,76,100,3.71,US,1662853510
346,caravelas,-17.7125,-39.2481,21.92,75,8,4.32,BR,1662853510
347,tucupita,9.0622,-62.051,25.11,86,60,1.95,VE,1662853403
348,moramanga,-18.9333,48.2,11.14,97,75,0.52,MG,1662853512
349,havoysund,70.9963,24.6622,8.13,90,100,4.39,NO,1662853513
350,batagay-alyta,67.8006,130.4114,5.12,48,92,3.86,RU,1662853514
351,kruisfontein,-34.0033,24.7314,13.21,73,48,7.44,ZA,1662853514
352,narsaq,60.9167,-46.05,7.12,71,69,1.16,GL,1662853515
353,pandan niog,6.2282,120.5631,27.93,71,46,2.38,PH,1662853516
354,waverly,42.7392,-84.6208,26.96,68,20,4.63,US,1662853517
355,bonthe,7.5264,-12.505,24.22,90,100,3.62,SL,1662853517
356,tiksi,71.6872,128.8694,3.2,92,100,3.51,RU,1662853518
357,bathsheba,13.2167,-59.5167,28.34,74,20,5.14,BB,1662853520
358,bouca,6.5105,18.2733,21.6,98,100,1.6,CF,1662853521
359,dryden,49.7833,-92.7503,13.16,76,100,5.14,CA,1662853521
360,moranbah,-22.0016,148.0466,22.38,37,0,6.43,AU,1662853522
361,wanning,18.8003,110.3967,26.23,82,11,1.56,CN,1662853290
362,sao filipe,14.8961,-24.4956,26.49,82,44,1.58,CV,1662853523
363,tuatapere,-46.1333,167.6833,12.19,55,2,1.61,NZ,1662853526
364,rettikhovka,44.1683,132.7669,19.31,60,100,1.1,RU,1662853526
365,birao,10.2849,22.7882,21.46,97,17,1.91,CF,1662853527
366,joshimath,30.5667,79.5667,19.98,88,94,0.47,IN,1662853529
367,jutai,-5.1833,-68.9,24.75,86,64,0.62,BR,1662853530
368,jejuri,18.2833,74.1667,22.74,86,100,0.15,IN,1662853531
369,puro,12.4841,123.3827,28.4,74,71,3.96,PH,1662853531
370,boa vista,2.8197,-60.6733,28.99,66,40,1.03,BR,1662853380
371,soderhamn,61.3037,17.0592,8.45,91,66,1.34,SE,1662853532
372,chingirlau,51.095,54.0814,5.02,76,6,3.8,KZ,1662853534
373,alta gracia,-31.6529,-64.4283,14.94,31,0,2.39,AR,1662853535
374,yar-sale,66.8333,70.8333,4.25,85,100,2.3,RU,1662853536
375,floro,61.5996,5.0328,11.98,87,3,1.03,NO,1662853537
376,mawlaik,23.6333,94.4167,23.48,100,100,0.11,MM,1662853537
377,acarau,-2.8856,-40.12,25.31,81,1,5.8,BR,1662853538
378,nome,64.5011,-165.4064,9.5,62,75,3.09,US,1662853539
379,alofi,-19.0595,-169.9187,27.94,61,46,5.66,NU,1662853540
380,santa ana,33.7456,-117.8678,28.85,77,100,4.63,US,1662853540
381,gamba,-2.65,10,23.24,88,100,3.74,GA,1662853541
382,socorro,31.6546,-106.3033,35.01,24,20,3.6,US,1662853542
383,constitucion,-35.3333,-72.4167,9.04,79,0,0.74,CL,1662853543
384,namibe,-15.1961,12.1522,18.07,92,67,2.22,AO,1662853405
385,manadhoo,5.7667,73.3833,26.84,80,100,6.82,MV,1662853544
386,deputatskiy,69.3,139.9,3.68,70,98,7.39,RU,1662853545
387,inirida,3.8653,-67.9239,23.33,97,55,1.39,CO,1662853545
388,barra do garcas,-15.89,-52.2567,28.41,20,4,2.02,BR,1662853546
389,florence,43.7667,11.25,21.24,86,20,2.06,IT,1662853535
390,codrington,-38.2667,141.9667,11.01,82,100,6.24,AU,1662853547
391,rosa zarate,0.3333,-79.4667,23.23,85,92,1.86,EC,1662853548
392,umarkot,25.3616,69.7362,31.7,60,81,4.22,PK,1662853548
393,raga,8.4596,25.678,21.32,98,98,1.52,SS,1662853549
394,shangrao,28.4532,117.9686,24.71,56,24,1.93,CN,1662853549
395,alice springs,-23.7,133.8833,14.01,26,75,4.63,AU,1662853550
396,vila do maio,15.1333,-23.2167,27.11,78,9,0.55,CV,1662853550
397,puerto ayacucho,5.6639,-67.6236,24.91,90,84,1.68,VE,1662853517
398,tabas,33.5959,56.9244,28.12,15,1,1.03,IR,1662853553
399,port hawkesbury,45.6169,-61.3485,18.43,75,0,5.81,CA,1662853556
400,flin flon,54.7682,-101.865,19.91,34,75,4.12,CA,1662853556
401,kodinsk,58.6881,99.1844,4.61,94,90,2,RU,1662853557
402,usinsk,65.9939,57.5281,5.16,93,100,4.38,RU,1662853390
403,atlantic city,39.3643,-74.4229,23.32,75,0,2.57,US,1662853460
404,shache,38.4167,77.2406,21.51,15,100,1.11,CN,1662853559
405,tarko-sale,64.9225,77.785,1.43,69,38,2.44,RU,1662853560
406,kilindoni,-7.9139,39.6668,23.76,81,8,3.61,TZ,1662853560
407,hithadhoo,-0.6,73.0833,27.37,73,58,6.32,MV,1662853561
408,aswan,24.0934,32.907,31.61,29,0,3.09,EG,1662853562
409,atagay,55.1033,99.3875,7.1,92,99,1.48,RU,1662853562
410,davila,18.4726,120.5763,26.99,78,93,3.84,PH,1662853566
411,derbent,42.0678,48.2899,18.92,84,100,2.52,RU,1662853567
412,ekhabi,53.5102,142.9671,12.65,78,57,6.84,RU,1662853567
413,stornoway,58.2093,-6.3865,12.98,95,49,1.03,GB,1662853568
414,salo,45.6086,10.531,21.05,74,6,3.9,IT,1662853285
415,leningradskiy,69.3833,178.4167,4.72,82,80,5.76,RU,1662853570
416,roebourne,-20.7833,117.1333,23.3,40,0,4.86,AU,1662853570
417,ron phibun,8.1791,99.8542,24.83,86,100,1.36,TH,1662853571
418,shelburne,44.0787,-80.2041,25.25,75,99,3.6,CA,1662853572
419,vanimo,-2.6741,141.3028,27.05,83,100,1.49,PG,1662853573
420,hualmay,-11.0964,-77.6139,16.7,81,6,5.66,PE,1662853553
421,charters towers,-20.1,146.2667,24.44,38,0,2.16,AU,1662853574
422,ewa beach,21.3156,-158.0072,30.97,56,20,6.69,US,1662853575
423,praya,14.9215,-23.5087,26.55,81,6,1.33,CV,1662853575
424,ahvaz,31.3203,48.6693,35.97,12,0,3.09,IR,1662853576
425,johannesburg,-26.2023,28.0436,17.31,36,0,0.51,ZA,1662853377
426,san jose,37.3394,-121.895,29.19,57,75,5.66,US,1662853447
427,mikhaylovka,50.06,43.2379,6.5,67,1,3.05,RU,1662853288
428,muisne,0.6,-80.0333,23.16,84,99,3.38,EC,1662853578
429,banikoara,11.2985,2.4386,22.15,98,97,2.93,BJ,1662853579
430,katobu,-4.9408,122.5276,27.44,65,45,1.82,ID,1662853580
431,saldanha,-33.0117,17.9442,11.03,89,23,2.75,ZA,1662853580
432,shenzhen,22.5455,114.0683,29.04,83,21,0.81,CN,1662852963
433,takoradi,4.8845,-1.7554,23.06,91,64,3.81,GH,1662853583
434,paka,4.6374,103.4368,23.96,94,40,0,MY,1662853583
435,san lawrenz,36.0553,14.204,26.59,81,0,0.45,MT,1662853584
436,rockport,28.0206,-97.0544,31.67,67,0,4.63,US,1662853584
437,kaeo,-35.1,173.7833,16.85,82,95,4.52,NZ,1662853585
438,fenoarivo atsinanana,-17.3667,49.4167,19.04,90,67,2.18,MG,1662853586
439,kretinga,55.8758,21.2508,9.86,81,20,3.09,LT,1662853586
440,mindelo,16.8901,-24.9804,25.65,90,19,6.77,CV,1662853375
441,san patricio,28.017,-97.5169,32.52,55,27,5.04,US,1662853587
442,atar,20.5169,-13.0499,36.38,19,55,0.51,MR,1662853589
443,klaksvik,62.2266,-6.589,11.51,90,61,8.83,FO,1662853590
444,livingston,55.9029,-3.5226,14.21,86,100,1.03,GB,1662853590
445,breves,-1.6822,-50.4803,27.28,68,21,2.79,BR,1662853591
446,aksarka,66.5606,67.7975,2.06,88,94,2.09,RU,1662853592
447,katsuura,35.1333,140.3,24.04,83,100,9.47,JP,1662853542
448,mani,4.8172,-72.2886,20.54,97,100,1.79,CO,1662853594
449,destin,30.3935,-86.4958,27,87,100,5.14,US,1662853594
450,hazorasp,41.3194,61.0742,11.91,33,1,3.32,UZ,1662853595
451,catuday,16.2923,119.8062,27.21,76,65,3.07,PH,1662853596
452,bela,25.9333,81.9833,26.52,77,9,3.38,IN,1662853596
453,catumbela,-12.4314,13.5472,21.01,83,7,1.96,AO,1662853318
454,kalemie,-5.9475,29.1947,22.1,58,22,3.03,CD,1662853597
455,ust-kan,50.9276,84.761,5.16,49,95,1.72,RU,1662853598
456,axim,4.8699,-2.2405,23.1,91,84,3.23,GH,1662853600
457,necochea,-38.5473,-58.7368,6.82,64,0,3.48,AR,1662853600
458,moberly,39.4184,-92.4382,24.99,63,40,7.2,US,1662853601
459,egvekinot,66.3167,-179.1667,5.67,62,25,1.27,RU,1662853602
460,todos santos,23.45,-110.2167,27.03,86,29,3.31,MX,1662853603
461,tura,25.5198,90.2201,22.84,97,93,2.47,IN,1662853603
462,tres picos,15.8667,-93.5333,26.85,88,99,1.53,MX,1662853604
463,dax,43.75,-1.1667,20.08,85,7,2.57,FR,1662853604
464,vera cruz,-12.6333,-41.0333,20.86,66,0,4.03,BR,1662853537
465,taldan,53.6667,124.8,9.31,63,100,2.72,RU,1662853606
466,hay river,60.8156,-115.7999,15.99,59,75,5.14,CA,1662853606
467,placido de castro,-10.3353,-67.1856,28.56,57,56,1.78,BR,1662853607
468,seddon,-37.8068,144.8916,13.73,57,75,4.63,AU,1662853608
469,maniitsoq,65.4167,-52.9,7.63,77,100,7.04,GL,1662853608
470,pemangkat,1.1667,108.9667,25.27,83,89,1.63,ID,1662853579
471,karratha,-20.7377,116.8463,23.43,40,0,4.84,AU,1662853610
472,dandong,40.1292,124.3947,21.18,77,32,1.4,CN,1662853611
473,brattvag,62.6002,6.4434,12.94,93,100,2.57,NO,1662853611
474,porrentruy,47.4153,7.0752,15.36,86,94,1.99,CH,1662853612
475,sorong,-0.8833,131.25,25.84,82,100,1.16,ID,1662853470
476,australind,-33.2667,115.7167,12.37,81,5,1.62,AU,1662853613
477,tual,-5.6667,132.75,26.73,82,85,5.14,ID,1662853550
478,grand-lahou,5.1367,-5.0242,22.85,92,72,3.17,CI,1662853614
479,lompoc,34.6391,-120.4579,28.21,68,40,3.6,US,1662853615
480,locri,38.2414,16.2623,23.51,75,0,5.82,IT,1662853616
481,whitehorse,60.7161,-135.0538,16.43,31,75,4.63,CA,1662853616
482,parauna,-16.9478,-50.4486,28.2,20,10,1.77,BR,1662853617
483,pringsewu,-5.3582,104.9744,23.71,92,100,1.2,ID,1662853471
484,porto novo,6.4965,2.6036,24.76,83,97,2.64,BJ,1662853618
485,dzaoudzi,-12.7887,45.2699,21.94,94,20,1.03,YT,1662853619
486,piacabucu,-10.4056,-36.4344,22.6,86,52,3.73,BR,1662853619
487,savannah bight,16.45,-85.85,29.14,82,96,11.84,HN,1662853620
488,peto,20.1333,-88.9167,26.64,83,100,1.41,MX,1662853620
489,haines junction,60.7522,-137.5108,13.97,38,85,4.12,CA,1662853622
490,sinjar,36.3209,41.8754,29.61,18,0,2.54,IQ,1662853622
491,yangjiang,21.85,111.9667,25.79,83,46,1.13,CN,1662853623
492,bolekhiv,49.0661,23.8643,10.56,92,32,2.78,UA,1662853624
493,mount isa,-20.7333,139.5,22.87,27,6,6.69,AU,1662853625
494,santa rosa,14.3122,121.1114,28.38,79,98,2.93,PH,1662853625
495,akita,39.7167,140.1167,21.52,83,0,4.12,JP,1662853344
496,camocim,-2.9022,-40.8411,24.95,79,3,4.48,BR,1662853626
497,le mars,42.7942,-96.1656,21.73,35,0,3.6,US,1662853627
498,westport,41.1415,-73.3579,24.9,64,32,0.89,US,1662853466
499,banamba,13.55,-7.45,22.87,92,100,3.55,ML,1662853628
500,spencer,43.1414,-95.1444,19.86,60,34,3.06,US,1662853628
501,son la,21.3167,103.9,20.41,97,79,0.72,VN,1662853629
502,houma,29.5958,-90.7195,30,75,59,2,US,1662853630
503,kaifeng,34.7911,114.3483,22.14,57,5,1.84,CN,1662853421
504,kalmunai,7.4167,81.8167,25.68,77,79,1.68,LK,1662853631
505,zhigansk,66.7697,123.3711,3.05,79,100,6.49,RU,1662853631
506,beloha,-25.1667,45.05,19.28,75,0,0.91,MG,1662853632
507,prieska,-29.6641,22.7474,15.09,38,65,1.56,ZA,1662853633
508,manbij,36.5281,37.9549,25.19,31,0,4.23,SY,1662853581
509,nouadhibou,20.931,-17.0347,22.61,86,6,11.31,MR,1662853400
510,mabaruma,8.2,-59.7833,23.56,97,26,1.63,GY,1662853635
511,pimenta bueno,-11.6725,-61.1936,28.56,47,58,1.9,BR,1662853635
512,omboue,-1.5746,9.2618,23.47,89,98,4,GA,1662853601
513,itaituba,-4.2761,-55.9836,30.8,35,50,0.82,BR,1662853493
514,coxim,-18.5067,-54.76,31.2,32,26,4.31,BR,1662853638
515,shitanjing,39.2342,106.3439,16.59,60,0,2.54,CN,1662853618
516,luanda,-8.8368,13.2343,22,88,40,2.06,AO,1662853639
517,solnechnyy,50.7214,136.6319,19.99,65,26,1.46,RU,1662853640
518,sioux lookout,50.1001,-91.917,15.04,67,40,1.03,CA,1662853641
519,brattleboro,42.8509,-72.5579,23.85,89,73,0.45,US,1662853642
520,oyama,36.3,139.8,23.66,59,36,3.83,JP,1662853642
521,kabanjahe,3.1001,98.4908,17.22,90,100,1.02,ID,1662853585
522,sri aman,1.2376,111.4621,24.03,100,100,0,MY,1662853430
523,coihaique,-45.5752,-72.0662,9.97,62,75,1.54,CL,1662853392
524,tikrit,34.6071,43.6782,31.77,14,0,2.51,IQ,1662853392
525,nikolayevka,53.1257,47.2041,7.88,78,99,2.38,RU,1662853646
526,xining,36.6167,101.7667,11.11,66,25,1.2,CN,1662853647
527,kayanga,-1.5303,31.1511,17.5,75,79,0.96,TZ,1662853648
528,santa isabel do rio negro,-0.4139,-65.0192,25.33,81,77,1.19,BR,1662853648
529,campbeltown,55.4258,-5.6076,12.03,89,32,3.39,GB,1662853649
530,araquari,-26.3703,-48.7211,15.96,82,75,3.6,BR,1662853650
531,dingzhou,38.5131,114.9956,20.06,61,32,3.15,CN,1662853421
532,port macquarie,-31.4333,152.9167,20.5,48,19,3.43,AU,1662853408
533,ciudad guayana,8.3533,-62.6528,29.18,74,86,2.06,VE,1662853391
534,porto empedocle,37.2934,13.5264,21.84,63,0,3.36,IT,1662853652
535,thai binh,20.45,106.3333,25.94,85,73,0.29,VN,1662853482
536,asyut,27.181,31.1837,26.1,39,0,5.78,EG,1662853432
537,oistins,13.0667,-59.5333,28.05,74,20,5.14,BB,1662853655
538,povenets,62.8487,34.8262,9.37,74,100,2.94,RU,1662853656
539,gat,31.61,34.7642,24.38,73,0,1.1,IL,1662853657
540,dalbandin,28.8947,64.4101,29.13,13,0,1.37,PK,1662853657
541,collie,-33.3667,116.15,11.93,78,5,1.58,AU,1662853530
542,caucaia,-3.7361,-38.6531,26.13,76,20,5.14,BR,1662853458
543,chapais,49.7834,-74.8492,21.88,66,1,1.47,CA,1662853659
544,flinders,-34.5833,150.8552,17.81,54,8,3.13,AU,1662853660
545,cayenne,4.9333,-52.3333,26.02,89,0,1.03,GF,1662853661
546,pozo colorado,-23.4923,-58.7972,17.28,24,1,2.56,PY,1662853662
547,fuyu,45.1833,124.8167,21.88,65,100,4.55,CN,1662853431
548,balkanabat,39.5108,54.3671,21.15,26,0,1.36,TM,1662853663
549,oum hadjer,13.2954,19.6966,23.91,78,96,6.02,TD,1662853664
550,mount gambier,-37.8333,140.7667,11.28,78,100,4.08,AU,1662853366
551,liverpool,53.4106,-2.9779,14.9,89,0,4.12,GB,1662853665
552,key west,24.5557,-81.7826,33,67,0,3.6,US,1662853666
553,vagur,61.4732,-6.8119,11.55,89,62,8.52,FO,1662853666
554,miranda,3.2499,-76.2281,26.07,87,79,1.8,CO,1662853667
555,pervomayskiy,53.2485,40.2871,6.71,65,18,2.73,RU,1662853668
556,portland,45.5234,-122.6762,34.64,12,100,8.75,US,1662853571
557,kununurra,-15.7667,128.7333,27.99,65,0,2.57,AU,1662853669
558,canico,32.6333,-16.85,25.35,81,40,3.6,PT,1662853670
559,osmena,10.5208,119.9258,28.23,72,90,1.1,PH,1662853671
560,mahanoro,-19.9,48.8,17.76,91,15,1.64,MG,1662853673
561,tautira,-17.7333,-149.15,25.64,68,13,8.09,PF,1662853674
562,waraseoni,21.75,80.0333,23.6,93,100,2.55,IN,1662853674
563,cozumel,20.5083,-86.9458,27.22,89,100,2.06,MX,1662853631
564,komsomolskiy,40.4272,71.7189,27.4,26,59,2.06,UZ,1662853676
